Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Relative Humidity [%](TimeStep),Environment:Site Wind Speed [m/s](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),CORE_ZN:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_1:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_2:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_3:Zone People Occupant Count [](TimeStep),PERIMETER_ZN_4:Zone People Occupant Count [](TimeStep),CORE_ZN:Zone Mean Air Temperature [C](TimeStep),CORE_ZN:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),PERIMETER_ZN_1:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),PERIMETER_ZN_2:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),PERIMETER_ZN_3:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),PERIMETER_ZN_4:Zone Mean Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),ATTIC:Zone Mean Air Temperature [C](TimeStep),ATTIC:Zone Mean Air Humidity Ratio [kgWater/kgDryAir](TimeStep),CORE_ZN:Zone Air Relative Humidity [%](TimeStep),CORE_ZN:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CORE_ZN:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_2:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_3:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Relative Humidity [%](TimeStep),PERIMETER_ZN_4:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),ATTIC:Zone Air Relative Humidity [%](TimeStep),ATTIC:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),ATTIC:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),CORE_ZN:Zone Thermal Comfort Fanger Model PMV [](TimeStep),CORE_ZN:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),PERIMETER_ZN_1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),PERIMETER_ZN_1:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),PERIMETER_ZN_2:Zone Thermal Comfort Fanger Model PMV [](TimeStep),PERIMETER_ZN_2:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),PERIMETER_ZN_3:Zone Thermal Comfort Fanger Model PMV [](TimeStep),PERIMETER_ZN_3:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),PERIMETER_ZN_4:Zone Thermal Comfort Fanger Model PMV [](TimeStep),PERIMETER_ZN_4:Zone Thermal Comfort Fanger Model PPD [%](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep) 
 12/21  07:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.095162333040754,0.015270887689972316,20.766177467406877,0.0007938213216910226,20.691766146909007,0.0007938213216910248,20.81053453782397,0.0007938213216910253,20.619597047002156,0.0007938213216910251,-21.71130810458701,0.000550730475251267,94.74703839713861,21.11,29.44,5.1427007755006935,21.11,29.44,5.1663264459401015,21.11,29.44,5.128675143008454,21.11,29.44,5.1893569650934275,21.11,29.44,100.0,0.0,0.0,-0.2419908934720944,6.215295803637403,-0.9652069575187844,24.67783687579302,-0.9728693825125354,24.99135594592505,-0.9527093085846359,24.171395846123417,-0.9848469041399708,25.48598851864017,2564297.8413163545,1500227.8413163545,0.0 
 12/21  07:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.41104515734728,0.015291786436463705,21.060159458828835,0.0007938213216910226,21.036682339723036,0.000793821321691025,21.07171370258925,0.0007938213216910252,21.00852382574046,0.0007938213216910251,-21.711490692689285,0.0005507206564062481,98.95616397851836,21.11,29.44,5.050542973814673,21.11,29.44,5.057833778219217,21.11,29.44,5.046958927708762,21.11,29.44,5.066594402316152,21.11,29.44,100.0,0.0,0.0,-0.3300772701112786,7.265696199793879,-0.9097595129193564,22.47810809977905,-0.9118887709490164,22.560312808828712,-0.9010498035912107,22.14376057621361,-0.918808982560997,22.828745702404547,1725092.5118185757,1211192.5118185757,0.0 
 12/21  07:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.00315582088583,0.015319669614443069,19.29513423864758,0.0007938213216910226,19.282525304202288,0.000793821321691025,19.333097520021685,0.0007938213216910254,19.26951941042124,0.000793821321691025,-21.711433385478454,0.0005507237759176987,95.58125058805606,21.11,29.44,5.633213954829929,21.11,29.44,5.637639640526338,21.11,29.44,5.619911928715631,21.11,29.44,5.642209012085491,21.11,29.44,100.0,0.0,0.0,-0.25789907905752213,6.380788855127619,-1.135672960810751,32.165983821108654,-1.1356386625395398,32.164375289915625,-1.124037744676675,31.622507343943028,-1.1400698961616462,32.37250702734879,1027935.3294977787,514035.3294977787,0.0 
 12/21  08:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.09507077389376,0.015333651971839531,20.796444053198687,0.0007938213216910227,20.730700396906855,0.000793821321691025,20.83760645883221,0.0007938213216910255,20.66472508085717,0.0007938213216910248,-21.711291235097654,0.0005507313957762358,95.12762018006782,21.11,29.44,5.133125854915241,21.11,29.44,5.153949754702001,21.11,29.44,5.120136232737534,21.11,29.44,5.174942354284739,21.11,29.44,100.0,0.0,0.0,-0.23980871704033002,6.193424012494447,-0.9596239602102399,24.450841630174594,-0.9660121017484757,24.71067308059216,-0.9475287763988686,23.963264181264066,-0.9771655313775105,25.168135821882515,2014127.8413163545,1500227.8413163545,0.0 
 12/21  08:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.412177045864293,0.015357049421199968,21.064582036477976,0.0007938213216910226,21.043589578921786,0.0007938213216910251,21.07519503700115,0.0007938213216910254,21.018007229891985,0.000793821321691025,-21.711401860991174,0.0005507254635290209,99.36137764860455,21.11,29.44,5.049170664142075,21.11,29.44,5.055687689856349,21.11,29.44,5.0458797786105025,21.11,29.44,5.063642124338336,21.11,29.44,100.0,0.0,0.0,-0.3275753595255882,7.231335400977969,-0.9081360702144289,22.415554609935725,-0.9097280263806434,22.476893866707954,-0.899607952942321,22.088707756159693,-0.9162092756200805,22.727677645540425,1725092.5118185757,1211192.5118185757,0.0 
 12/21  08:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.00332955169646,0.015382923667525217,19.302367251384226,0.0007938213216910228,19.290424631445486,0.0007938213216910252,19.34062153118763,0.0007938213216910253,19.277487747566354,0.0007938213216910248,-21.7112766659108,0.0005507321628814561,95.96535138491176,21.11,29.44,5.630676664748339,21.11,29.44,5.634866476706179,21.11,29.44,5.617279978051416,21.11,29.44,5.639409200197112,21.11,29.44,100.0,0.0,0.0,-0.2555530145795317,6.355713831909213,-1.1340522718422816,32.09001784463511,-1.1337773619794689,32.077140534153756,-1.122411680215992,31.546907587252576,-1.1381227878727596,32.280974868123565,1027935.3294977787,514035.3294977787,0.0 
 12/21  08:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.095092256398992,0.015394272612728068,20.797694861037737,0.0007938213216910229,20.732266633739588,0.0007938213216910251,20.83880141449108,0.0007938213216910252,20.666502784709195,0.0007938213216910248,-21.71110361864589,0.0005507414193618553,95.49448930738535,21.11,29.44,5.1327307633064585,21.11,29.44,5.15345235417826,21.11,29.44,5.119759694690665,21.11,29.44,5.174375465823388,21.11,29.44,100.0,0.0,0.0,-0.2375853571898911,6.1713450924241755,-0.958863876291988,24.420032176368963,-0.965097204287621,24.673362766182933,-0.9467900821836767,23.93367283783151,-0.9761799172186931,25.127516193604166,2014127.8413163545,1500227.8413163545,0.0 
 12/21  09:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.40889649850994,0.015414661951306256,21.064747302697555,0.0007938213216910229,21.043836373801863,0.000793821321691025,21.075335485011927,0.0007938213216910253,21.018335827903247,0.0007938213216910248,-21.711211483737863,0.0005507356404374346,99.74531860091938,21.11,29.44,5.049119484340428,21.11,29.44,5.055610956989471,21.11,29.44,5.045836322429153,21.11,29.44,5.063539731907896,21.11,29.44,100.0,0.0,0.0,-0.32590573458101757,7.208552784279021,-0.9076803176838765,22.398012997695204,-0.9091716476490898,22.455444531607725,-0.8991693321839483,22.07197707194021,-0.9156070214127877,22.70430279348605,1725092.5118185757,1211192.5118185757,0.0 
 12/21  09:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.00273917361181,0.015438206284206588,19.305107721606152,0.0007938213216910229,19.293725623804374,0.0007938213216910247,19.34330564154957,0.0007938213216910253,19.280985833185905,0.000793821321691025,-21.711096287053284,0.0005507418284913607,96.30536985670962,21.11,29.44,5.62971594103363,21.11,29.44,5.6337081817938435,21.11,29.44,5.61634116523268,21.11,29.44,5.638180189340401,21.11,29.44,100.0,0.0,0.0,-0.2536594116193729,6.335643618346026,-1.1333567089682302,32.05744107755504,-1.1329379756974076,32.03783722721981,-1.1217338002851838,31.51541702320452,-1.1372306606294587,32.23907738791554,1027935.3294977787,514035.3294977787,0.0 
 12/21  09:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.095007176220214,0.015447595322845823,20.79810840562481,0.0007938213216910229,20.73286715965584,0.0007938213216910246,20.839162555264053,0.0007938213216910252,20.66724760873042,0.000793821321691025,-21.710937631645017,0.000550750317991604,95.81774676668732,21.11,29.44,5.132599977741954,21.11,29.44,5.153261945511281,21.11,29.44,5.119646108324948,21.11,29.44,5.174137965194361,21.11,29.44,100.0,0.0,0.0,-0.23568908610787834,6.152678280684938,-0.9584990041525933,24.40525038633575,-0.964643549104453,24.65487441776017,-0.9464405889165135,23.91968000225971,-0.9756835613378828,25.107074346356058,2014127.8413163545,1500227.8413163545,0.0 
 12/21  09:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.408393925134447,0.015454506905379665,21.064798288115266,0.000793821321691023,21.04392617115476,0.0007938213216910245,21.075374737305395,0.0007938213216910252,21.018468248939833,0.000793821321691025,-21.711060335251062,0.0005507437718603188,100.0,21.11,29.44,5.049103805096059,21.11,29.44,5.055583108319485,21.11,29.44,5.04582390645467,21.11,29.44,5.063498478804586,21.11,29.44,100.0,0.0,0.0,-0.32454027516125394,7.190008488867889,-0.9074384985737226,22.388708953364244,-0.9088737143539574,22.443963847349693,-0.8989366757376798,22.063105833642084,-0.9152837427426174,22.691761640842387,1725092.5118185757,1211192.5118185757,0.0 
 12/21  10:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.002639873105306,0.015470716731947552,19.306600664050485,0.0007938213216910232,19.29554441076359,0.0007938213216910244,19.344759611527486,0.0007938213216910253,19.282916928405395,0.0007938213216910248,-21.7109604668063,0.0005507490905865426,96.50384024246159,21.11,29.44,5.62919235232081,21.11,29.44,5.6330700793643125,21.11,29.44,5.615832979253097,21.11,29.44,5.637502335672007,21.11,29.44,100.0,0.0,0.0,-0.25250878938534344,6.3235218778797275,-1.1329703843152528,32.03935429937303,-1.1324682823267167,32.01585435206819,-1.1213583058073167,31.497980149896676,-1.1367308234029443,32.215614468127384,1027935.3294977787,514035.3294977787,0.0 
 12/21  10:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.094992065038337,0.015477593963073839,20.798329736191697,0.0007938213216910231,20.733193273545336,0.0007938213216910243,20.83935384520272,0.0007938213216910251,20.667653699693382,0.0007938213216910248,-21.7108173926082,0.0005507567619094221,95.99939322425428,21.11,29.44,5.13253006625925,21.11,29.44,5.153158419796564,21.11,29.44,5.119585710380466,21.11,29.44,5.1740084245662334,21.11,29.44,100.0,0.0,0.0,-0.23461834928670716,6.142204665071333,-0.958287198910553,24.396672073168617,-0.9643798534296101,24.64413140430929,-0.946237762352928,23.91156154755207,-0.9753952611177525,25.095205408390783,2014127.8413163545,1500227.8413163545,0.0 
 12/21  10:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.58687478893872,0.015494520470174782,21.064825088724263,0.0007938213216910231,21.04397419398802,0.0007938213216910244,21.075395114079182,0.0007938213216910251,21.01853943269096,0.0007938213216910248,-21.710954453573695,0.0005507494485794267,99.15455182488417,21.11,29.44,5.049095225910056,21.11,29.44,5.0555679990069615,21.11,29.44,5.045817698480336,21.11,29.44,5.063476220092934,21.11,29.44,100.0,0.0,0.0,-0.29949904614396733,6.8639294372882205,-0.9072905587702177,22.383018103045302,-0.9086919431850222,22.4369611651895,-0.898794204059198,22.057674445537486,-0.9150868564670214,22.684125770834342,1725092.5118185757,1211192.5118185757,0.0 
 12/21  10:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.03226536643725,0.01551530227225804,19.30769760779069,0.0007938213216910231,19.29680659182206,0.0007938213216910244,19.345831349498848,0.0007938213216910251,19.284249691808913,0.000793821321691025,-21.710852018594668,0.0005507549207829755,96.59914591624013,21.11,29.44,5.62880788717336,21.11,29.44,5.632627102712118,21.11,29.44,5.615458208546348,21.11,29.44,5.637034187872758,21.11,29.44,100.0,0.0,0.0,-0.2448706682950185,6.24446570291866,-1.1326754984957628,32.02555172590452,-1.1321326901691944,32.00015215460088,-1.1210703597307414,31.484611925957438,-1.1363761159771568,32.198968996761835,1027935.3294977787,514035.3294977787,0.0 
 12/21  11:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.09913780805331,0.015525786192164489,20.798448584554222,0.0007938213216910231,20.73337456592615,0.0007938213216910243,20.83945585171247,0.0007938213216910252,20.667887133182923,0.0007938213216910248,-21.71068165442772,0.0005507640753286611,96.2665088427688,21.11,29.44,5.132492398878715,21.11,29.44,5.153100906521692,21.11,29.44,5.119553558567901,21.11,29.44,5.1739339251535315,21.11,29.44,100.0,0.0,0.0,-0.23123772519426922,6.109452192375414,-0.9580725991981904,24.387982374407912,-0.9641495839909718,24.634752401339057,-0.946028735285918,23.903196608936142,-0.9751487121315411,25.085057864757943,2014127.8413163545,1500227.8413163545,0.0 
 12/21  11:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.599874924511514,0.01554378309865051,21.06483579437252,0.0007938213216910231,21.043996434421256,0.0007938213216910243,21.075403097866637,0.0007938213216910252,21.018574491455947,0.0007938213216910248,-21.71079524002931,0.0005507579893301988,99.38241402831858,21.11,29.44,5.049091971740343,21.11,29.44,5.05556118501983,21.11,29.44,5.045815333539973,21.11,29.44,5.063465535950453,21.11,29.44,100.0,0.0,0.0,-0.2952918883007437,6.811748291033368,-0.9071126068971754,22.376173941867506,-0.9085081431401374,22.429881679792686,-0.8986199356355772,22.051032005566853,-0.9148929101310879,22.67660544809607,1725092.5118185757,1211192.5118185757,0.0 
 12/21  11:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.034244247273865,0.015563683925355844,19.30880389127933,0.0007938213216910232,19.29796111133349,0.0007938213216910244,19.346918391054857,0.0007938213216910252,19.285452988361047,0.000793821321691025,-21.710688616604493,0.0005507636661839699,96.88123714620424,21.11,29.44,5.628420108759196,21.11,29.44,5.632222301805883,21.11,29.44,5.615078131748036,21.11,29.44,5.636611619885125,21.11,29.44,100.0,0.0,0.0,-0.24217843207860706,6.217184821105107,-1.132373274172282,32.01140859420153,-1.1318205880542982,31.985552331448886,-1.1207733503012998,31.470825796950677,-1.1360505263334963,32.18369352268584,1027935.3294977787,514035.3294977787,0.0 
 12/21  11:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.09940676460291,0.015572846814658866,20.79853302618523,0.0007938213216910233,20.7334989762247,0.0007938213216910242,20.839527837138355,0.0007938213216910253,20.66805466976573,0.0007938213216910248,-21.710526047123174,0.000550772411712576,96.54958255448916,21.11,29.44,5.132465881229333,21.11,29.44,5.15306125305288,21.11,29.44,5.119531022386091,21.11,29.44,5.173880407952955,21.11,29.44,100.0,0.0,0.0,-0.2290219389047852,6.088245133056702,-0.9579011942916297,24.381043042004606,-0.9639689545214769,24.627396710280195,-0.9458614802580645,23.896504566186906,-0.9749553867957443,25.077102563146084,2014127.8413163545,1500227.8413163545,0.0 
 12/21  12:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.600340979392104,0.01558891412275455,21.064842865532682,0.0007938213216910234,21.044010708948797,0.0007938213216910242,21.07540828553347,0.0007938213216910254,21.018598745006134,0.000793821321691025,-21.710651120367856,0.0005507657119102195,99.66104761411796,21.11,29.44,5.049089900906313,21.11,29.44,5.05555674112079,21.11,29.44,5.045813559835547,21.11,29.44,5.0634578196410756,21.11,29.44,100.0,0.0,0.0,-0.29323133502452103,6.786464238010581,-0.9069799532785988,22.37107281904335,-0.9083693491024944,22.42453661066172,-0.8984900690756954,22.04608279634138,-0.9147462358110388,22.670919117479286,1725092.5118185757,1211192.5118185757,0.0 
 12/21  12:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.034262228290615,0.015607107256788195,19.30965093206272,0.0007938213216910236,19.298853493290554,0.0007938213216910242,19.347750767539676,0.0007938213216910256,19.286382214012004,0.000793821321691025,-21.71055709721189,0.0005507707239690473,97.14481511771359,21.11,29.44,5.62812327799438,21.11,29.44,5.63190918899601,21.11,29.44,5.614787092492193,21.11,29.44,5.636285510146682,21.11,29.44,100.0,0.0,0.0,-0.2403037921106561,6.198368575171855,-1.1321458645585982,32.00076850897162,-1.131581861680185,31.97438709045096,-1.120549947977329,31.46045817210559,-1.1358013178806354,32.1720038892249,1027935.3294977787,514035.3294977787,0.0 
 12/21  12:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.099404413440542,0.015614794387527215,20.798620280205572,0.0007938213216910236,20.733618169479172,0.0007938213216910241,20.839602961866596,0.0007938213216910258,20.668207731101557,0.000793821321691025,-21.710407524305086,0.0005507787535792221,96.8032941382282,21.11,29.44,5.132438158397125,21.11,29.44,5.153023416093489,21.11,29.44,5.119507284395316,21.11,29.44,5.173831756492921,21.11,29.44,100.0,0.0,0.0,-0.2272662232544613,6.071587593835389,-0.9577707792025644,24.37576395501712,-0.9638280864716584,24.621661089091404,-0.9457346739826459,23.891431655902053,-0.9748043512137118,25.070888483686687,2014127.8413163545,1500227.8413163545,0.0 
 12/21  12:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.59891629792514,0.015629063817901894,21.064851854910522,0.0007938213216910236,21.044026104569028,0.000793821321691024,21.075415044949057,0.0007938213216910259,21.018622799002003,0.000793821321691025,-21.710545101229325,0.0005507713888371405,99.92021336589885,21.11,29.44,5.049086942573634,21.11,29.44,5.055552000966665,21.11,29.44,5.045811490514578,21.11,29.44,5.063450400125365,21.11,29.44,100.0,0.0,0.0,-0.2917702407851157,6.768644540674373,-0.9068788854432622,22.367186788435347,-0.9082606754084803,22.42035204387409,-0.8983914022596015,22.042323066525725,-0.9146309678576799,22.666450970280437,1725092.5118185757,1211192.5118185757,0.0 
 12/21  13:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.033999832287183,0.015645733226183987,19.310300225369637,0.0007938213216910238,19.2995537864094,0.0007938213216910241,19.348388057616607,0.000793821321691026,19.28711408191102,0.000793821321691025,-21.71046298970863,0.0005507757872138875,97.3809084828383,21.11,29.44,5.627895652811734,21.11,29.44,5.631663663368185,21.11,29.44,5.614564407241988,21.11,29.44,5.636028722027185,21.11,29.44,100.0,0.0,0.0,-0.23878889616264207,6.183270985941903,-1.1319705278184051,31.992565967473666,-1.1313932432519778,31.965566711376084,-1.1203779682611228,31.45247808531657,-1.1356037360190485,32.1627373339856,1027935.3294977787,514035.3294977787,0.0 
 12/21  13:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.09936449351992,0.015652079111904457,20.798697242217315,0.0007938213216910239,20.733722636420996,0.0007938213216910241,20.83966938876571,0.0007938213216910262,20.668339591733965,0.0007938213216910248,-21.71032458061762,0.0005507832031547479,97.02900404151258,21.11,29.44,5.132414051723454,21.11,29.44,5.152990422520136,21.11,29.44,5.119486250836063,21.11,29.44,5.173789795022038,21.11,29.44,100.0,0.0,0.0,-0.22578837005654695,6.057666503660656,-0.9576668259706239,24.371556498087756,-0.963713191594707,24.6169835720807,-0.945633861668634,23.887399092783696,-0.9746809001841592,25.065809975504834,2014127.8413163545,1500227.8413163545,0.0 
 12/21  13:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.601464228622284,0.015644376213872803,21.0648602104213,0.0007938213216910239,21.044040093060342,0.0007938213216910241,21.075421361183636,0.0007938213216910262,21.018644072462735,0.0007938213216910248,-21.710471924307775,0.0005507753269171328,100.0,21.11,29.44,5.049084575908868,21.11,29.44,5.055547557076706,21.11,29.44,5.045809421194584,21.11,29.44,5.063443870961633,21.11,29.44,100.0,0.0,0.0,-0.29073769594680654,6.756105863922315,-0.9067969274653191,22.364035830227834,-0.9081706894854485,22.416887426082226,-0.8983115582906217,22.03928087698415,-0.9145352576601267,22.662741349931167,1725092.5118185757,1211192.5118185757,0.0 
 12/21  13:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.034386109449585,0.01564985126463364,19.310832936663182,0.0007938213216910239,19.300137985816324,0.0007938213216910241,19.34891016498789,0.0007938213216910262,19.287726537827666,0.000793821321691025,-21.710398040035617,0.0005507792650230025,97.40359864488477,21.11,29.44,5.627709148262753,21.11,29.44,5.631458621895589,21.11,29.44,5.614382066085987,21.11,29.44,5.635813458680547,21.11,29.44,100.0,0.0,0.0,-0.23841486777271284,6.179558217694989,-1.1318253755752388,31.985776262938217,-1.1312345906853352,31.958148525065454,-1.1202358024845414,31.445882143688948,-1.1354370897298687,32.154922633303684,1027935.3294977787,514035.3294977787,0.0 
 12/21  14:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0994167447292,0.015653559357374808,20.798763917650405,0.0007938213216910238,20.73381368246825,0.0007938213216910241,20.839726915304478,0.0007938213216910262,20.668453964489622,0.0007938213216910248,-21.710266399985798,0.0005507863229917697,97.03764235532078,21.11,29.44,5.132392958488515,21.11,29.44,5.152961364156913,21.11,29.44,5.119468222148412,21.11,29.44,5.17375330709773,21.11,29.44,100.0,0.0,0.0,-0.22557913061741394,6.0557029096443244,-0.9575773644876586,24.36793592692007,-0.9636134326918671,24.612922677852225,-0.9455471957024403,23.883932714660347,-0.9745736206134828,25.061397205326855,2014127.8413163545,1500227.8413163545,0.0 
 12/21  14:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.602465224680206,0.01564536643740132,21.064867492280356,0.0007938213216910236,21.044052337062563,0.000793821321691024,21.075426865589336,0.0007938213216910261,21.018662561521854,0.000793821321691025,-21.710419434952936,0.0005507781398472566,100.0,21.11,29.44,5.049082209245402,21.11,29.44,5.055543705708955,21.11,29.44,5.045807943109442,21.11,29.44,5.063437935366483,21.11,29.44,100.0,0.0,0.0,-0.2904337906971608,6.752423976221593,-0.9067248698958729,22.36126572797893,-0.9080911572407196,22.413825566152596,-0.8982414065991412,22.036608193486714,-0.9144506021077232,22.659460502999664,1725092.5118185757,1211192.5118185757,0.0 
 12/21  14:30:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.034529032298448,0.01565093963725458,19.311299952154222,0.0007938213216910236,19.300653273472875,0.0007938213216910242,19.349367477293157,0.000793821321691026,19.288267604708487,0.0007938213216910251,-21.710350612973436,0.0005507818222484628,97.40935002446928,21.11,29.44,5.627545377596931,21.11,29.44,5.631278005039631,21.11,29.44,5.614222064706277,21.11,29.44,5.635623646260425,21.11,29.44,100.0,0.0,0.0,-0.2382161013630861,6.177587565994941,-1.1316971949590373,31.979781000479917,-1.1310937480416874,31.951563771690573,-1.1201103580193912,31.440062561660596,-1.1352889579540015,32.147976905291415,1027935.3294977787,514035.3294977787,0.0 
 12/21  14:45:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.09943518806118,0.015654762777364974,20.798822901300685,0.0007938213216910235,20.733894605211013,0.0007938213216910242,20.83977775460944,0.0007938213216910262,20.668555646384057,0.0007938213216910251,-21.710223391847574,0.0005507886245212919,97.04481129003109,21.11,29.44,5.13237427599043,21.11,29.44,5.152935635551687,21.11,29.44,5.1194522968670695,21.11,29.44,5.173720772276108,21.11,29.44,100.0,0.0,0.0,-0.22540794277171597,6.054097773617812,-0.957497599638891,24.36470805021611,-0.9635240603660898,24.60928492086049,-0.945469972378171,23.880844264021903,-0.9744774329960105,25.057441063458967,2014127.8413163545,1500227.8413163545,0.0 
 12/21  15:00:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,20.60950545079641,0.015652329777372888,21.064873931598452,0.0007938213216910234,21.04406321204691,0.0007938213216910243,21.075431727585585,0.0007938213216910262,21.01867898378313,0.0007938213216910251,-21.710380153945927,0.0005507802367673922,100.0,21.11,29.44,5.049080138415875,21.11,29.44,5.055540446861919,21.11,29.44,5.045806465024806,21.11,29.44,5.063432890116746,21.11,29.44,100.0,0.0,0.0,-0.28913908036107633,6.736781939052804,-0.906660020902002,22.35877292402583,-0.9080192916707829,22.411059080600467,-0.8981783043180567,22.034204253873114,-0.914374050254426,22.656493965655514,1725092.5118185757,1211192.5118185757,0.0 
 12/21  15:15:00,-17.9,100.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,21.03563885598445,0.01566064560840601,19.31172637406248,0.0007938213216910235,19.301123575512033,0.0007938213216910245,19.34978491681525,0.0007938213216910262,19.28876169189401,0.000793821321691025,-21.710314022142654,0.0005507837657471082,97.46162635900595,21.11,29.44,5.6273959833162355,21.11,29.44,5.631113114226947,21.11,29.44,5.614076067920697,21.11,29.44,5.63545024366531,21.11,29.44,100.0,0.0,0.0,-0.2375271784067734,6.170770138466381,-1.131579508796096,31.974277055206997,-1.1309645810446278,31.94552545251767,-1.1199952055791964,31.434720902693925,-1.1351530552456093,32.141605208672786,1027935.3294977787,514035.3294977787,0.0 
