Date/Time,Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),InteriorLights:Electricity [J](TimeStep),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/21  04:15:00,10714842.062569788,3660407.389264678,3169182.218505108 
 07/21  04:30:00,8346525.620681886,1292090.947376777,3169182.218505108 
 07/21  04:45:00,7992864.940514842,1227500.9127704515,3132381.5729443887 
 07/21  05:00:00,10345399.964136215,3692349.6687928713,3020067.8405433428,37399632.587902725,37399632.587902725,0.0 
 07/21  05:15:00,7870692.568693446,1383307.3977126828,2854402.7161807613 
 07/21  05:30:00,7625300.670651682,1227643.0502563845,2764675.1655952963 
 07/21  05:45:00,10227620.12186294,3852942.7855601707,2741694.88150277 
 07/21  06:00:00,7894038.742686668,1533287.7652141445,2727768.5226725233,33617652.10389473,33617652.10389473,0.0 
 07/21  06:15:00,10298890.441092333,3960132.7829940165,2705775.2032983126 
 07/21  06:30:00,10009904.094776556,3701854.1818992607,2675067.458077295 
 07/21  06:45:00,10032820.9361798,3764631.991027736,2635206.4903520606 
 07/21  07:00:00,10049320.090284128,3783973.134444217,2632364.5010399097,40390935.562332824,40390935.56233281,0.0 
 07/21  07:15:00,9747839.481920984,3487357.8473424246,2627499.179778559 
 07/21  07:30:00,9758494.341909984,3502378.0655616513,2623133.8215483306 
 07/21  07:45:00,9781011.086767955,3532263.176465638,2615765.455502316 
 07/21  08:00:00,9836477.89797228,3590180.333535579,2613315.1096366993,39123822.808571205,39123822.808571205,0.0 
 07/21  08:15:00,9915022.700296823,3672103.4403853565,2609936.8051114627 
 07/21  08:30:00,9995124.896038255,3755294.2479002257,2606848.1933380268 
 07/21  08:45:00,10079213.850409623,3842173.3532219226,2604058.042387699 
 07/21  09:00:00,10169350.646351978,3930953.2005987726,2605414.990953203,40158712.09309667,40158712.09309667,0.0 
 07/21  09:15:00,10246645.506950397,4011082.5809442415,2602580.4712061547 
 07/21  09:30:00,10327797.161781367,4094789.458210105,2600025.2487712596 
 07/21  09:45:00,10410903.472870074,4180160.0243934477,2597760.993676627 
 07/21  10:00:00,10546004.373852223,4317227.199296261,2595794.7197559583,41531350.51545406,41531350.515454054,0.0 
 07/21  10:15:00,10620474.230616994,4412469.298735321,2575022.4770816755 
 07/21  10:30:00,10697575.40472287,4489809.917928896,2574783.0319939745 
 07/21  10:45:00,10774683.234115515,4567095.873880769,2574604.9054347468 
 07/21  11:00:00,10855769.122859232,4648301.382431218,2574485.285628012,42948501.99231461,42948501.992314614,0.0 
 07/21  11:15:00,10921033.350274513,4713899.339419276,2574151.556055235 
 07/21  11:30:00,10986775.686088867,4779924.417392204,2573868.813896663 
 07/21  11:45:00,11053122.245274143,4846505.0205653645,2573634.7699087756 
 07/21  12:00:00,11121826.79631676,4912798.495316157,2576045.846200601,44082758.07795428,44082758.07795428,0.0 
 07/21  12:15:00,11174993.336047241,4968358.142899404,2573652.7383478363 
 07/21  12:30:00,11228952.280479075,5022088.630998382,2573881.1946806917 
 07/21  12:45:00,11282108.280455947,5074966.814396229,2574159.0112597165 
 07/21  13:00:00,11333670.316402305,5126199.2238477925,2574488.63775451,45019724.21338457,45019724.21338457,0.0 
 07/21  13:15:00,11379170.754708055,5171587.7574162325,2574600.5424918216 
 07/21  13:30:00,11426977.150868231,5219222.747345756,2574771.9487224757 
 07/21  13:45:00,11472697.607452689,5264709.637607635,2575005.515045053 
 07/21  14:00:00,11537383.010942593,5307952.65445908,2596447.901683512,45816228.52397157,45816228.52397157,0.0 
