Time,PSZ-AC:1:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Heat Cap [W],PSZ-AC:1:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:1:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Heat Cap [W],PSZ-AC:1:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:1:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:1:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Heat Cap [W],PSZ-AC:2:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:2:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Heat Cap [W],PSZ-AC:2:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:2:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:2:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Heat Cap [W],PSZ-AC:3:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:3:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Heat Cap [W],PSZ-AC:3:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:3:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:3:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Heat Cap [W],PSZ-AC:4:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:4:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Heat Cap [W],PSZ-AC:4:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:4:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:4:DesPer 2:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 1:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Heat Cap [W],PSZ-AC:5:DesPer 1:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 1:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 1:Des Tot Cool Cap [W],PSZ-AC:5:DesPer 2:Des Heat Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Heat Cap [W],PSZ-AC:5:DesPer 2:Des Cool Mass Flow [kg/s],PSZ-AC:5:DesPer 2:Des Sens Cool Cap [W],PSZ-AC:5:DesPer 2:Des Tot Cool Cap [W]
16:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,6.013524E+02,3.369434E-01,4.383098E+03,3.852710E+03,1.645482E-01,5.381353E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.558641E+02,3.034396E-01,3.857743E+03,3.441146E+03,9.977807E-02,3.233405E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.704244E+02,1.943774E-01,2.448627E+03,2.204648E+03,1.608552E-01,5.311253E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.558641E+02,2.774682E-01,3.568344E+03,3.140604E+03,9.977807E-02,3.233405E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.704244E+02,2.879172E-01,3.490888E+03,3.274166E+03
17:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,6.239528E+02,3.366016E-01,4.356691E+03,3.825613E+03,1.645488E-01,5.381366E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.729966E+02,3.009772E-01,3.813172E+03,3.395143E+03,9.977838E-02,3.233411E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.805877E+02,1.926466E-01,2.419178E+03,2.174314E+03,1.608559E-01,5.311266E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.729966E+02,2.762059E-01,3.537147E+03,3.108457E+03,9.977838E-02,3.233411E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.805877E+02,2.932422E-01,3.540065E+03,3.324745E+03
17:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,6.522032E+02,3.361456E-01,4.323360E+03,3.791479E+03,1.645495E-01,5.381378E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.944123E+02,2.982468E-01,3.761334E+03,3.341627E+03,9.977870E-02,3.233417E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.932917E+02,1.907280E-01,2.385096E+03,2.139196E+03,1.608565E-01,5.311278E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,4.944123E+02,2.751655E-01,3.504140E+03,3.074955E+03,9.977870E-02,3.233417E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,2.932917E+02,2.973297E-01,3.572912E+03,3.358737E+03
17:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,6.804536E+02,3.356294E-01,4.289359E+03,3.756685E+03,1.645501E-01,5.381390E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.158279E+02,2.953724E-01,3.707890E+03,3.286584E+03,9.977902E-02,3.233423E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.059958E+02,1.886304E-01,2.349019E+03,2.102003E+03,1.608572E-01,5.311290E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.158279E+02,2.746106E-01,3.476541E+03,3.047113E+03,9.977902E-02,3.233423E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.059958E+02,3.000089E-01,3.590066E+03,3.376664E+03
17:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,7.087041E+02,3.350834E-01,4.255025E+03,3.721520E+03,1.645508E-01,5.381402E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.372436E+02,2.921754E-01,3.650852E+03,3.227588E+03,9.977933E-02,3.233429E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.186998E+02,1.863267E-01,2.310646E+03,2.062388E+03,1.608578E-01,5.311302E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.372436E+02,2.744888E-01,3.453767E+03,3.023777E+03,9.977933E-02,3.233429E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.186998E+02,3.009582E-01,3.587944E+03,3.374750E+03
18:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,7.369545E+02,3.345017E-01,4.220293E+03,3.685865E+03,1.645514E-01,5.381414E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.586592E+02,2.886855E-01,3.590550E+03,3.165157E+03,9.977965E-02,3.233435E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.314038E+02,1.838673E-01,2.270538E+03,2.021012E+03,1.608584E-01,5.311315E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.586592E+02,2.746593E-01,3.434251E+03,3.003399E+03,9.977965E-02,3.233435E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.314038E+02,3.000722E-01,3.565373E+03,3.352075E+03
18:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,7.793301E+02,3.338528E-01,4.170688E+03,3.634983E+03,1.672268E-01,5.432199E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.907827E+02,2.848500E-01,3.515689E+03,3.087767E+03,1.015631E-01,3.267289E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.504599E+02,1.812440E-01,2.222252E+03,1.971242E+03,1.635338E-01,5.362099E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,5.907827E+02,2.747705E-01,3.403366E+03,2.971252E+03,1.015631E-01,3.267289E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.504599E+02,2.971029E-01,3.513236E+03,3.299280E+03
18:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,8.217058E+02,3.330743E-01,4.119637E+03,3.582566E+03,1.699025E-01,5.482989E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.229062E+02,2.806699E-01,3.436989E+03,3.006373E+03,1.033468E-01,3.301147E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.695160E+02,1.784733E-01,2.172323E+03,1.919722E+03,1.662095E-01,5.412890E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.229062E+02,2.746817E-01,3.370253E+03,2.937293E+03,1.033468E-01,3.301147E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.695160E+02,2.917846E-01,3.434924E+03,3.219776E+03
18:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,8.640814E+02,3.320655E-01,4.066022E+03,3.527459E+03,1.725794E-01,5.533806E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.550297E+02,2.761538E-01,3.354546E+03,2.921070E+03,1.051313E-01,3.335022E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.885720E+02,1.755688E-01,2.120904E+03,1.866599E+03,1.688864E-01,5.463705E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.550297E+02,2.734925E-01,3.324878E+03,2.890468E+03,1.051313E-01,3.335022E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,3.885720E+02,2.836813E-01,3.325580E+03,3.108390E+03
19:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,9.064571E+02,3.307142E-01,4.008590E+03,3.468331E+03,1.752576E-01,5.584650E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.871532E+02,2.711587E-01,3.266764E+03,2.830042E+03,1.069166E-01,3.368916E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.076281E+02,1.725304E-01,2.067992E+03,1.811871E+03,1.715645E-01,5.514548E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,6.871532E+02,2.705173E-01,3.259605E+03,2.822561E+03,1.069166E-01,3.368916E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.076281E+02,2.726624E-01,3.183748E+03,2.963747E+03
19:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,9.375326E+02,3.289448E-01,3.957800E+03,3.415788E+03,1.779367E-01,5.635515E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.107104E+02,2.664433E-01,3.190667E+03,2.751571E+03,1.087025E-01,3.402823E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.216025E+02,1.697764E-01,2.023330E+03,1.765971E+03,1.742436E-01,5.565412E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.107104E+02,2.662370E-01,3.188357E+03,2.748823E+03,1.087025E-01,3.402823E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.216025E+02,2.597695E-01,3.026117E+03,2.803501E+03
19:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,9.686080E+02,3.267594E-01,3.902376E+03,3.358382E+03,1.806167E-01,5.686399E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.342676E+02,2.614225E-01,3.111164E+03,2.645287E+03,1.104889E-01,3.436742E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.355770E+02,1.668749E-01,1.977027E+03,1.701124E+03,1.769235E-01,5.616294E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.342676E+02,2.606694E-01,3.102765E+03,2.636534E+03,1.104889E-01,3.436742E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.355770E+02,2.458467E-01,2.857009E+03,2.607122E+03
19:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,9.996835E+02,3.242384E-01,3.843212E+03,3.297088E+03,1.806226E-01,5.686525E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.578248E+02,2.563153E-01,3.030704E+03,2.532290E+03,1.104927E-01,3.436823E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.495514E+02,1.639187E-01,1.930114E+03,1.631868E+03,1.769293E-01,5.616418E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.578248E+02,2.545129E-01,3.010617E+03,2.511939E+03,1.104927E-01,3.436823E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.495514E+02,2.319351E-01,2.688028E+03,2.408256E+03
20:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.030759E+03,3.215013E-01,3.781640E+03,3.233285E+03,1.806287E-01,5.686656E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.813821E+02,2.512439E-01,2.950646E+03,2.427017E+03,1.104966E-01,3.436907E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.635259E+02,1.609488E-01,1.883052E+03,1.567978E+03,1.769355E-01,5.616548E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,7.813821E+02,2.479785E-01,2.914259E+03,2.389797E+03,1.104966E-01,3.436907E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.635259E+02,2.187406E-01,2.527040E+03,2.226504E+03
20:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.056184E+03,3.186760E-01,3.724734E+03,3.174177E+03,1.806342E-01,5.686772E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.006561E+02,2.463668E-01,2.877039E+03,2.337701E+03,1.105001E-01,3.436981E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.749595E+02,1.580359E-01,1.839169E+03,1.514104E+03,1.769409E-01,5.616663E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.006561E+02,2.416349E-01,2.824313E+03,2.283148E+03,1.105001E-01,3.436981E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.749595E+02,2.070972E-01,2.385877E+03,2.073661E+03
20:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.081610E+03,3.158870E-01,3.668234E+03,3.115465E+03,1.806388E-01,5.686870E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.199302E+02,2.417752E-01,2.806615E+03,2.258143E+03,1.105030E-01,3.437043E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.863932E+02,1.552267E-01,1.796443E+03,1.465933E+03,1.769455E-01,5.616761E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.199302E+02,2.360180E-01,2.742466E+03,2.191324E+03,1.105030E-01,3.437043E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.863932E+02,1.975686E-01,2.268278E+03,1.949857E+03
20:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.107035E+03,3.132430E-01,3.613347E+03,3.058458E+03,1.806429E-01,5.686953E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.392043E+02,2.369557E-01,2.733652E+03,2.178912E+03,1.105056E-01,3.437096E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.978268E+02,1.521876E-01,1.751155E+03,1.417102E+03,1.769496E-01,5.616844E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.392043E+02,2.308138E-01,2.665216E+03,2.107490E+03,1.105056E-01,3.437096E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,4.978268E+02,1.897179E-01,2.169374E+03,1.847103E+03
21:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.132461E+03,3.108073E-01,3.560783E+03,3.003945E+03,1.806464E-01,5.687025E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.584784E+02,2.325463E-01,2.665258E+03,2.106007E+03,1.105079E-01,3.437142E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.092604E+02,1.493516E-01,1.708130E+03,1.371552E+03,1.769532E-01,5.616916E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.584784E+02,2.262443E-01,2.595037E+03,2.032666E+03,1.105079E-01,3.437142E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.092604E+02,1.831183E-01,2.084411E+03,1.759194E+03
21:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.157886E+03,3.085881E-01,3.510630E+03,2.952017E+03,1.806495E-01,5.687087E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.777525E+02,2.284593E-01,2.600455E+03,2.037547E+03,1.105099E-01,3.437182E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.206941E+02,1.466816E-01,1.666952E+03,1.328296E+03,1.769563E-01,5.616978E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.777525E+02,2.220426E-01,2.528953E+03,1.962818E+03,1.105099E-01,3.437182E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.206941E+02,1.773175E-01,2.008344E+03,1.680501E+03
21:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.183311E+03,3.065672E-01,3.462686E+03,2.902449E+03,1.806523E-01,5.687141E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.970266E+02,2.246597E-01,2.538848E+03,1.972820E+03,1.105116E-01,3.437217E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.321277E+02,1.441647E-01,1.627478E+03,1.287014E+03,1.769591E-01,5.617033E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,8.970266E+02,2.181523E-01,2.466336E+03,1.896984E+03,1.105116E-01,3.437217E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.321277E+02,1.721537E-01,1.939372E+03,1.609153E+03
21:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.208737E+03,3.047220E-01,3.416700E+03,2.854958E+03,1.806547E-01,5.687188E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.163007E+02,2.210961E-01,2.479869E+03,1.911089E+03,1.105132E-01,3.437247E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.435614E+02,1.417751E-01,1.589419E+03,1.247339E+03,1.769615E-01,5.617080E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.163007E+02,2.145236E-01,2.406631E+03,1.834444E+03,1.105132E-01,3.437247E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.435614E+02,1.675090E-01,1.876183E+03,1.543812E+03
22:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.234162E+03,3.030311E-01,3.372433E+03,2.809285E+03,1.806569E-01,5.687230E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.355748E+02,2.177318E-01,2.423108E+03,1.851839E+03,1.105145E-01,3.437273E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.549950E+02,1.395064E-01,1.552707E+03,1.209164E+03,1.769637E-01,5.617123E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.355748E+02,2.111230E-01,2.349465E+03,1.774726E+03,1.105145E-01,3.437273E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.549950E+02,1.633040E-01,1.817893E+03,1.483569E+03
22:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.253937E+03,3.014747E-01,3.335315E+03,2.770941E+03,1.806588E-01,5.687267E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.505657E+02,2.145639E-01,2.372817E+03,1.799356E+03,1.105157E-01,3.437297E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.638878E+02,1.373590E-01,1.519885E+03,1.175044E+03,1.769656E-01,5.617160E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.505657E+02,2.079450E-01,2.299063E+03,1.722077E+03,1.105157E-01,3.437297E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.638878E+02,1.594907E-01,1.766507E+03,1.430446E+03
22:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.273713E+03,3.000352E-01,3.299499E+03,2.733966E+03,1.806605E-01,5.687301E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.655567E+02,2.115684E-01,2.324448E+03,1.748951E+03,1.105168E-01,3.437318E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.727807E+02,1.353194E-01,1.488265E+03,1.142208E+03,1.769674E-01,5.617194E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.655567E+02,2.049641E-01,2.250856E+03,1.671795E+03,1.105168E-01,3.437318E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.727807E+02,1.560085E-01,1.718811E+03,1.381140E+03
22:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.293488E+03,2.986971E-01,3.264813E+03,2.698176E+03,1.806621E-01,5.687331E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.805477E+02,2.087233E-01,2.277755E+03,1.700336E+03,1.105178E-01,3.437337E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.816735E+02,1.333761E-01,1.457717E+03,1.110505E+03,1.769690E-01,5.617225E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.805477E+02,2.021576E-01,2.204592E+03,1.623583E+03,1.105178E-01,3.437337E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.816735E+02,1.528078E-01,1.674252E+03,1.335067E+03
23:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.313263E+03,2.974469E-01,3.231108E+03,2.663412E+03,1.806636E-01,5.687359E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.955386E+02,2.060068E-01,2.232494E+03,1.653233E+03,1.105187E-01,3.437354E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.905663E+02,1.315184E-01,1.428124E+03,1.079803E+03,1.769705E-01,5.617253E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,9.955386E+02,1.995030E-01,2.160021E+03,1.577160E+03,1.105187E-01,3.437354E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.905663E+02,1.498474E-01,1.632371E+03,1.291758E+03
23:15:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.333039E+03,2.962732E-01,3.198254E+03,2.629536E+03,1.806649E-01,5.687385E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.010530E+03,2.033989E-01,2.188443E+03,1.607398E+03,1.105195E-01,3.437369E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.994591E+02,1.297362E-01,1.399372E+03,1.049983E+03,1.769718E-01,5.617279E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.010530E+03,1.969741E-01,2.116851E+03,1.532209E+03,1.105195E-01,3.437369E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,5.994591E+02,1.470929E-01,1.592784E+03,1.250820E+03
23:30:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.352814E+03,2.951659E-01,3.166140E+03,2.596433E+03,1.806662E-01,5.687409E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.025521E+03,2.008978E-01,2.145582E+03,1.562816E+03,1.105203E-01,3.437384E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.083520E+02,1.280173E-01,1.371326E+03,1.020897E+03,1.769731E-01,5.617304E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.025521E+03,1.945618E-01,2.074979E+03,1.488624E+03,1.105203E-01,3.437384E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.083520E+02,1.445145E-01,1.555159E+03,1.211908E+03
23:45:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.372589E+03,2.941164E-01,3.134670E+03,2.564000E+03,1.806674E-01,5.687432E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.040511E+03,1.984671E-01,2.103505E+03,1.519037E+03,1.105210E-01,3.437398E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.172448E+02,1.263439E-01,1.343786E+03,9.923290E+02,1.769743E-01,5.617326E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.040511E+03,1.922324E-01,2.034031E+03,1.445995E+03,1.105210E-01,3.437398E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.172448E+02,1.420692E-01,1.519018E+03,1.174516E+03
24:00:00,7.598334E-02,4.420811E+03,7.598334E-02,0.000000E+00,0.000000E+00,7.598334E-02,1.392364E+03,2.931169E-01,3.103757E+03,2.532147E+03,1.806685E-01,5.687453E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.055502E+03,1.961058E-01,2.062203E+03,1.476060E+03,1.105217E-01,3.437411E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.261376E+02,1.247126E-01,1.316715E+03,9.642403E+02,1.769754E-01,5.617348E+03,5.760030E-02,0.000000E+00,0.000000E+00,5.760030E-02,1.055502E+03,1.899753E-01,1.993889E+03,1.404196E+03,1.105217E-01,3.437411E+03,3.416924E-02,0.000000E+00,0.000000E+00,3.416924E-02,6.261376E+02,1.397390E-01,1.484158E+03,1.138437E+03
Coinc Peak   ,7.598334E-02,3.371423E-01,4.420811E+03,4.430515E+03,1.806685E-01,3.235389E-01,5.687453E+03,4.184480E+03,1.105217E-01,2.460466E-01,3.437411E+03,2.849040E+03,1.769754E-01,2.797906E-01,5.617348E+03,3.658462E+03,1.105217E-01,3.009582E-01,3.437411E+03,3.587944E+03
